timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
62181648,-0.22543468,-1.1111196,0.016917352,0.8291805,-0.091108486,-0.17953292,-0.5214661,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62213660,-0.1864491,-1.0147957,0.04093511,0.8258769,-0.10105177,-0.19357938,-0.51984894,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62241660,-0.08686906,-0.9414916,-0.026836956,0.82276046,-0.10977513,-0.20483097,-0.51870906,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62275287,-0.10937186,-1.0324926,-0.0030536999,0.8185961,-0.121414036,-0.21782255,-0.5174094,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62307248,-0.032542102,-0.94648576,-0.0164018,0.8145261,-0.13203192,-0.22894967,-0.51642716,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62339248,-0.06586582,-0.60227746,-0.015053956,0.81134266,-0.14018846,-0.23684962,-0.5157253,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62371248,-0.075190015,-0.39382243,0.021506162,0.80925775,-0.1456278,-0.24210082,-0.515055,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62399248,-0.016304368,-0.3564642,-0.026497912,0.8075343,-0.1503214,-0.24491753,-0.51508,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62431248,-0.16029602,-0.18892598,-0.0069561047,0.8057665,-0.15578304,-0.24625531,-0.51558733,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62463248,-0.15843341,-0.12332613,0.014360327,0.8047813,-0.1591487,-0.24681394,-0.5158312,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62495247,0.121595845,-0.12825313,-0.0025933913,0.8042062,-0.1608263,-0.247385,-0.5159343,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62527287,-0.1325503,-0.05885171,-0.034455083,0.80346143,-0.16258831,-0.24712044,-0.5166685,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62559248,0.041457698,-0.20550278,-0.06819251,0.8022094,-0.16483805,-0.2481562,-0.51740426,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62588048,-0.21501839,-0.14415066,-0.08635232,0.8007708,-0.16754714,-0.24896209,-0.51837444,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62620048,-0.34898362,-0.24976395,-0.08731313,0.79925936,-0.16982268,-0.25046578,-0.51924133,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62652053,0.10089952,-0.25743687,-0.06805826,0.7977489,-0.17111272,-0.25428042,-0.5192867,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62684048,0.20668915,-0.40248603,-0.07515562,0.796084,-0.17255634,-0.25883532,-0.5191136,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62716048,-0.11281849,-0.32501796,-0.06713495,0.79414696,-0.17523016,-0.26295716,-0.5191133,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62748050,0.20214269,-0.42153716,-0.03894814,0.79197633,-0.17844023,-0.26821303,-0.51864654,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62780048,0.32196176,-0.42514107,-0.040927947,0.7898056,-0.18167019,-0.27349356,-0.5180776,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62812054,0.13088284,-0.25309873,-0.028281543,0.78825873,-0.18352015,-0.2777872,-0.51749676,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
